BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-74
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-62
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-66
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-79
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-78
BSSID,00:27:0d:2e:79:f1,SSID,eduroam,level,-82
BSSID,00:27:0d:08:c2:11,SSID,eduroam,level,-82
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-86
BSSID,00:27:0d:2e:79:f0,SSID,aalto open,level,-69
BSSID,00:27:0d:08:c2:10,SSID,aalto open,level,-81
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-87
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-84
BSSID,00:24:36:a6:e0:13,SSID,marjonverkko,level,-88
BSSID,00:27:0d:30:2a:61,SSID,eduroam,level,-96
BSSID,a4:56:30:e8:17:61,SSID,eduroam,level,-77
BSSID,a0:cf:5b:fa:34:e1,SSID,eduroam,level,-79
BSSID,00:27:0d:08:c3:21,SSID,eduroam,level,-82
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-91
BSSID,a4:56:30:e8:17:60,SSID,aalto open,level,-78
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-79
BSSID,a0:cf:5b:fa:34:e0,SSID,aalto open,level,-82
BSSID,a0:cf:5b:ca:b0:30,SSID,aalto open,level,-82
BSSID,24:01:c7:b8:d4:e0,SSID,aalto open,level,-85
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-87
BSSID,00:27:0d:08:bf:10,SSID,aalto open,level,-92
BSSID,00:22:55:df:65:10,SSID,aalto open,level,-93
BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-75
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-66
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-59
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-83
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-81
BSSID,00:27:0d:2e:79:f1,SSID,eduroam,level,-86
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-86
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-63
